0,Name,Alexander,Surname,Hughes,House,A,Day,"[['fri', 'sat', 'thu']]",Pref,['Morning']
1,Name,Sophia,Surname,Thomas,House,C,Day,"[['thu', 'sat', 'mon']]",Pref,['Morning']
2,Name,James,Surname,Harris,House,C,Day,"[['sat', 'fri', 'mon']]",Pref,['Morning']
3,Name,Sofia,Surname,Williams,House,D,Day,"[['tue', 'sat', 'fri']]",Pref,['Afternoon']
4,Name,Ava,Surname,Davies,House,A,Day,"[['wed', 'sat', 'tue']]",Pref,['Morning']
5,Name,Emily,Surname,Thomas,House,A,Day,"[['sat', 'wed', 'thu']]",Pref,['Afternoon']
6,Name,Mia,Surname,Wilson,House,D,Day,"[['fri', 'tue', 'sat']]",Pref,['Afternoon']
7,Name,Sofia,Surname,Wright,House,C,Day,"[['mon', 'sat', 'fri']]",Pref,['Morning']
8,Name,Michael,Surname,Smith,House,D,Day,"[['fri', 'sat', 'wed']]",Pref,['Morning']
9,Name,Sofia,Surname,Evans,House,C,Day,"[['sat', 'thu', 'fri']]",Pref,['Afternoon']
10,Name,Noah,Surname,Wood,House,A,Day,"[['thu', 'mon', 'fri']]",Pref,['Afternoon']
11,Name,Mason,Surname,Wright,House,A,Day,"[['thu', 'mon', 'sat']]",Pref,['Morning']
12,Name,Daniel,Surname,King,House,D,Day,"[['wed', 'thu', 'fri']]",Pref,['Afternoon']
13,Name,Alexander,Surname,Martin,House,A,Day,"[['fri', 'sat', 'tue']]",Pref,['Afternoon']
14,Name,Charlotte,Surname,Lewis,House,D,Day,"[['mon', 'fri', 'wed']]",Pref,['Afternoon']
15,Name,Alexander,Surname,Martin,House,C,Day,"[['mon', 'sat', 'wed']]",Pref,['Afternoon']
16,Name,Sophia,Surname,Williams,House,A,Day,"[['thu', 'mon', 'sat']]",Pref,['Morning']
17,Name,Avery,Surname,Robinson,House,C,Day,"[['wed', 'tue', 'mon']]",Pref,['Afternoon']
18,Name,Alexander,Surname,Evans,House,A,Day,"[['wed', 'tue', 'fri']]",Pref,['Morning']
19,Name,Liam,Surname,Martin,House,C,Day,"[['sat', 'tue', 'mon']]",Pref,['Afternoon']
20,Name,Emily,Surname,Lee,House,D,Day,"[['mon', 'fri', 'thu']]",Pref,['Afternoon']
21,Name,Liam,Surname,Martin,House,D,Day,"[['thu', 'sat', 'mon']]",Pref,['Afternoon']
22,Name,Ava,Surname,Johnson,House,A,Day,"[['mon', 'sat', 'fri']]",Pref,['Afternoon']
23,Name,Mia,Surname,Lewis,House,D,Day,"[['mon', 'fri', 'sat']]",Pref,['Morning']
24,Name,Elizabeth,Surname,Smith,House,D,Day,"[['thu', 'sat', 'fri']]",Pref,['Morning']
25,Name,Mason,Surname,King,House,B,Day,"[['thu', 'tue', 'wed']]",Pref,['Afternoon']
26,Name,Charlotte,Surname,Hughes,House,D,Day,"[['sat', 'mon', 'wed']]",Pref,['Afternoon']
27,Name,William,Surname,Walker,House,C,Day,"[['thu', 'fri', 'sat']]",Pref,['Afternoon']
28,Name,Benjamin,Surname,Johnson,House,D,Day,"[['tue', 'wed', 'sat']]",Pref,['Afternoon']
29,Name,Avery,Surname,Green,House,B,Day,"[['wed', 'fri', 'tue']]",Pref,['Morning']
