0,Name,Benjamin,Surname,Smith,House,A,Day,"[['mon', 'sat', 'tue']]",Pref,['Morning']
1,Name,Ava,Surname,Walker,House,C,Day,"[['tue', 'thu', 'fri']]",Pref,['Morning']
2,Name,Sofia,Surname,Wright,House,A,Day,"[['fri', 'wed', 'thu']]",Pref,['Morning']
3,Name,Isabella,Surname,Taylor,House,C,Day,"[['sat', 'thu', 'tue']]",Pref,['Afternoon']
4,Name,Daniel,Surname,Morgan,House,C,Day,"[['mon', 'fri', 'tue']]",Pref,['Morning']
5,Name,Emily,Surname,White,House,B,Day,"[['wed', 'mon', 'sat']]",Pref,['Morning']
6,Name,Logan,Surname,Brown,House,A,Day,"[['sat', 'tue', 'wed']]",Pref,['Morning']
7,Name,Sofia,Surname,James,House,A,Day,"[['fri', 'mon', 'tue']]",Pref,['Afternoon']
8,Name,Michael,Surname,Robinson,House,C,Day,"[['thu', 'mon', 'wed']]",Pref,['Afternoon']
9,Name,Mason,Surname,Robinson,House,D,Day,"[['thu', 'tue', 'wed']]",Pref,['Afternoon']
