0,Name,Logan,Surname,Davies,House,D,Day,"[['thu', 'sat', 'wed']]",Pref,['Afternoon']
1,Name,Isabella,Surname,Roberts,House,C,Day,"[['thu', 'fri', 'sat']]",Pref,['Afternoon']
2,Name,Noah,Surname,Roberts,House,C,Day,"[['sat', 'tue', 'thu']]",Pref,['Afternoon']
3,Name,Jacob,Surname,White,House,A,Day,"[['thu', 'mon', 'sat']]",Pref,['Afternoon']
4,Name,Mia,Surname,Brown,House,B,Day,"[['wed', 'mon', 'tue']]",Pref,['Afternoon']
5,Name,Mason,Surname,Wilson,House,A,Day,"[['wed', 'mon', 'tue']]",Pref,['Afternoon']
6,Name,Oliver,Surname,Green,House,B,Day,"[['wed', 'tue', 'sat']]",Pref,['Morning']
7,Name,Ethan,Surname,Morgan,House,B,Day,"[['thu', 'wed', 'sat']]",Pref,['Afternoon']
8,Name,Emma,Surname,Evans,House,D,Day,"[['wed', 'mon', 'sat']]",Pref,['Morning']
9,Name,Sophia,Surname,Harris,House,C,Day,"[['mon', 'sat', 'fri']]",Pref,['Afternoon']
10,Name,Mia,Surname,White,House,A,Day,"[['wed', 'sat', 'tue']]",Pref,['Afternoon']
11,Name,Oliver,Surname,Smith,House,A,Day,"[['thu', 'wed', 'sat']]",Pref,['Morning']
12,Name,Abigail,Surname,Jones,House,A,Day,"[['mon', 'wed', 'sat']]",Pref,['Afternoon']
13,Name,Ava,Surname,Lewis,House,D,Day,"[['mon', 'tue', 'sat']]",Pref,['Morning']
14,Name,Ava,Surname,Clarke,House,A,Day,"[['fri', 'sat', 'mon']]",Pref,['Morning']
